XNXQ	KCH	KCM	XM
2015-2016-1	60640102	法语(第二外国语)(1)	2014000039
2015-2016-1	10721011	三年级男生篮球提高课	2013000032
2015-2016-1	00510433	对策、决策与排队论	2013000022
2015-2016-1	10721181	三年级男生击剑	2013000008
2015-2016-1	40030361	建筑材料实验	2014000004
2015-2016-1	30020511	建筑声环境	2013000026
2015-2016-1	30670532	英语新闻(2)	2014000040
2015-2016-1	30450283	细胞生物学	2013000044
2015-2016-1	20030153	混凝土结构(1)	2013000050
2015-2016-1	03050011	卫生与保健	2014000003
2015-2016-1	30420444	统计推断	2013000045
2015-2016-1	00510232	技术创新管理	2013000038
2015-2016-1	40030352	建筑材料	2014000005
2015-2016-1	10720741	二年级女生空手道	2014000044
2015-2016-1	40809671	游戏作品赏析	2014000014
2015-2016-1	40641242	英汉互译（1）	2014000009
2015-2016-1	30806411	环境艺术概论	2014000049
2015-2016-1	40660353	宪法学	2014000005
2015-2016-1	40240354	计算机组成原理	2015000003
2015-2016-1	20140092	工程热力学基础	2013000047
2015-2016-1	00690702	1966-1976年中国文化史论	2014000019
2015-2016-1	30230272	数据库	2013000024
2015-2016-1	10450012	现代生物学导论	2014000027
2015-2016-1	44000332	药学实践B	2014000003
2015-2016-1	30320174	核辐射物理及探测学	2013000049
2015-2016-1	00120082	产品设计与开发	2014000027
2015-2016-1	10450012	现代生物学导论	2014000012
2015-2016-1	10641012	学术英语听说（1）- 转述	2014000005
2015-2016-1	10660012	法律基础	2015000020
2015-2016-1	10641072	学术英语读写（2）－议论文	2015000033
2015-2016-1	40320761	能源专家讲座	2015000046
2015-2016-1	10440012	大学化学B	2015000046
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000036
2015-2016-1	20240013	离散数学(1)	2015000048
2015-2016-1	30240233	程序设计基础	2015000048
2015-2016-1	10641042	学术英语听说（4）－辩论	2013000044
2015-2016-1	S1510021	实验室科研探究（1）	2015000001
2015-2016-1	00420152	数学建模引论	2015000048
2015-2016-1	00510311	牛鞭效应－供应链管理入门	2015000017
2015-2016-1	10641012	学术英语听说（1）- 转述	2015000011
2015-2016-1	10641012	学术英语听说（1）- 转述	2015000010
2015-2016-1	00340142	高分子的化学生物学	2013000008
2015-2016-1	10310013	程序设计基础	2015000030
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000012
2015-2016-1	10610183	思想道德修养与法律基础	2015000001
2015-2016-1	10610183	思想道德修养与法律基础	2015000018
2015-2016-1	00640312	影视欣赏	2015000001
2015-2016-1	00050011	清洁生产导论	2015000006
2015-2016-1	30240233	程序设计基础	2015000037
2015-2016-1	30230672	计算机程序设计基础（1）	2015000041
2015-2016-1	40420393	离散数学	2015000041
2015-2016-1	40420393	离散数学	2015000047
2015-2016-1	30660082	法学绪论	2015000038
2015-2016-1	30641794	英语听说（1）	2015000007
2015-2016-1	30450392	生命科学前沿	2015000002
2015-2016-1	30450392	生命科学前沿	2015000015
2015-2016-1	30420095	高等微积分(1)	2015000036
2015-2016-1	30020492	空间形体表达基础	2015000004
2015-2016-1	30020552	外国古代建筑史纲	2015000028
2015-2016-1	30020623	建筑美术（1） 	2015000004
2015-2016-1	30130401	测控技术及仪器专业概论	2015000035
2015-2016-1	20440314	无机与分析化学	2015000002
2015-2016-1	10720011	体育(1)	2015000046
2015-2016-1	10720011	体育(1)	2015000015
2015-2016-1	10720011	体育(1)	2015000007
2015-2016-1	20440142	有机化学实验A(1)	2014000003
2015-2016-1	10610183	思想道德修养与法律基础	2015000037
2015-2016-1	10610183	思想道德修养与法律基础	2015000042
2015-2016-1	10610183	思想道德修养与法律基础	2015000049
2015-2016-1	10610183	思想道德修养与法律基础	2015000027
2015-2016-1	20510032	工程经济学	2015000001
2015-2016-1	10421055	微积分A(1)	2015000033
2015-2016-1	10421055	微积分A(1)	2015000046
2015-2016-1	10421075	微积分B(1)	2015000002
2015-2016-1	10421075	微积分B(1)	2015000015
2015-2016-1	10421094	线性代数(1)	2015000002
2015-2016-1	10421094	线性代数(1)	2015000015
2015-2016-1	10421094	线性代数(1)	2015000010
2015-2016-1	10421094	线性代数(1)	2015000048
2015-2016-1	30310084	弹性力学	2013000030
2015-2016-1	01030052	社会科学研究方法论导论	2015000007
2015-2016-1	00510792	消费行为学	2013000048
2015-2016-1	10641042	学术英语听说（4）－辩论	2014000034
2015-2016-1	00510454	经济学原理	2014000025
2015-2016-1	00782131	艺术欣赏导论	2014000022
2015-2016-1	20440513	物理化学B	2014000043
2015-2016-1	S1510051	实验室科研探究（4）	2014000011
2015-2016-1	10430494	大学物理B(2)	2014000022
2015-2016-1	00240013	计算机辅助设计技术基础	2013000042
2015-2016-1	10610204	马克思主义基本原理	2014000009
2015-2016-1	S1510051	实验室科研探究（4）	2015000009
2015-2016-1	10610204	马克思主义基本原理	2014000016
2015-2016-1	10720331	二年级男生足球	2014000018
2015-2016-1	00640993	西方文明史	2013000004
2015-2016-1	30240063	信号处理原理	2013000035
2015-2016-1	00510663	管理学（商学导论）	2014000010
2015-2016-1	20350042	工程材料	2013000039
2015-2016-1	10510184	概率论与数理统计（社科类）	2014000016
2015-2016-1	10721241	三年级男生毽球	2013000036
2015-2016-1	10721241	三年级男生毽球	2013000042
2015-2016-1	00700302	科学技术史系列讲座	2014000036
2015-2016-1	40809661	数字娱乐设计史	2014000014
2015-2016-1	00640312	影视欣赏	2014000022
2015-2016-1	40420054	数值分析	2013000020
2015-2016-1	21510063	金工实习B(分散)	2013000042
2015-2016-1	40021213	住区规划与住宅设计	2013000026
2015-2016-1	10421133	复变函数与数理方程	2014000039
2015-2016-1	00690863	唐宋词鉴赏	2014000025
2015-2016-1	30230901	电子信息科学与技术导引(2)	2014000014
2015-2016-1	10420252	复变函数引论	2014000001
2015-2016-1	40020141	理性建筑	2013000026
2015-2016-1	10641082	学术英语读写（3）－文献综述	2015000021
2015-2016-1	40807804	动画运动规律	2014000050
2015-2016-1	30510123	会计学原理	2014000007
2015-2016-1	00690152	中国近代文化史	2014000031
2015-2016-1	30020721	建筑设计方法概论（1）	2014000015
2015-2016-1	20470034	普通物理（2）(英)	2014000023
2015-2016-1	40030352	建筑材料	2014000006
2015-2016-1	30641734	阅读与思辨 (3)	2014000017
2015-2016-1	40450032	免疫学	2013000012
2015-2016-1	S1510031	实验室科研探究（2）	2014000022
2015-2016-1	10641022	学术英语听说（2）－综述	2014000032
2015-2016-1	00670143	电影文化	2015000040
2015-2016-1	10691143	中国现代文学经典	2015000013
2015-2016-1	10450021	现代生物学导论实验	2013000039
2015-2016-1	10510072	中文写作	2014000012
2015-2016-1	10641092	学术英语读写（4）－研究论文	2015000014
2015-2016-1	02090081	当代军官应具备的基本素质讲座	2015000044
2015-2016-1	02090081	当代军官应具备的基本素质讲座	2015000043
2015-2016-1	10440103	大学化学A	2015000032
2015-2016-1	10430865	费曼物理学（1）	2015000036
2015-2016-1	20240013	离散数学(1)	2015000008
2015-2016-1	00450141	植物发育的细胞和分子基础	2015000002
2015-2016-1	10720011	体育(1)	2015000036
2015-2016-1	02090091	高技术战争	2015000003
2015-2016-1	30250023	计算机语言与程序设计	2015000045
2015-2016-1	10510173	批判性思维与道德推理	2014000012
2015-2016-1	40021116	建筑设计(1)	2015000031
2015-2016-1	40641021	经典作品阅读(1)	2015000006
2015-2016-1	40641302	独立研究(1)	2015000007
2015-2016-1	40660353	宪法学	2015000038
2015-2016-1	30470013	计算机入门	2015000010
2015-2016-1	30020492	空间形体表达基础	2015000022
2015-2016-1	30120261	机械工程概论	2015000032
2015-2016-1	20120143	工程制图基础	2015000044
2015-2016-1	20120163	机械设计基础(1)	2015000035
2015-2016-1	20120163	机械设计基础(1)	2015000030
2015-2016-1	10720011	体育(1)	2015000006
2015-2016-1	10720011	体育(1)	2015000017
2015-2016-1	10720011	体育(1)	2015000024
2015-2016-1	10720011	体育(1)	2015000008
2015-2016-1	10610183	思想道德修养与法律基础	2015000050
2015-2016-1	10610183	思想道德修养与法律基础	2015000032
2015-2016-1	10610183	思想道德修养与法律基础	2015000036
2015-2016-1	10421055	微积分A(1)	2015000021
2015-2016-1	10421094	线性代数(1)	2015000043
2015-2016-1	10660023	法律与文学	2015000002
2015-2016-1	10660023	法律与文学	2015000015
2015-2016-1	10720501	二年级女生软式排球	2014000031
2015-2016-1	00782491	古典到爵士的管乐艺术	2013000047
2015-2016-1	20750021	文献检索与利用(理工类)	2014000036
2015-2016-1	40440042	分离原理与技术	2013000008
2015-2016-1	40440042	分离原理与技术	2013000040
2015-2016-1	10610204	马克思主义基本原理	2014000007
2015-2016-1	10430494	大学物理B(2)	2014000019
2015-2016-1	00690651	文化素质教育讲座（1）	2013000048
2015-2016-1	30350262	固体物理学	2013000006
2015-2016-1	00460022	行星--生命	2013000012
2015-2016-1	10421133	复变函数与数理方程	2014000002
2015-2016-1	20140083	传热学	2013000039
2015-2016-1	30510123	会计学原理	2014000012
2015-2016-1	20310334	理论力学	2014000004
2015-2016-1	20440513	物理化学B	2013000015
2015-2016-1	10721221	三年级男生空手道	2013000039
2015-2016-1	00641593	英国文学中的古典神话	2014000044
2015-2016-1	00691353	汉字与中华传统文化	2014000047
2015-2016-1	10420252	复变函数引论	2014000023
2015-2016-1	40420054	数值分析	2013000045
2015-2016-1	00690672	《庄子》导读	2014000048
2015-2016-1	10641032	学术英语听说（3）－讨论	2013000010
2015-2016-1	40807872	动画美术设计	2014000050
2015-2016-1	10721421	三年级女生足球	2013000016
2015-2016-1	20750021	文献检索与利用(理工类)	2014000006
2015-2016-1	20750021	文献检索与利用(理工类)	2014000035
2015-2016-1	00680142	儒家的修身之道	2013000048
2015-2016-1	10420803	概率论与数理统计	2014000035
2015-2016-1	10720641	二年级女生板球	2014000008
2015-2016-1	30690452	汉字学	2015000005
2015-2016-1	20120152	工程图学基础	2014000039
2015-2016-1	30240292	人机交互理论与技术	2013000035
2015-2016-1	20440441	物理化学实验C	2014000020
2015-2016-1	30470124	算法设计	2014000023
2015-2016-1	00510781	商业伦理	2013000038
2015-2016-1	30510743	中级微观经济学	2014000007
2015-2016-1	30510743	中级微观经济学	2014000018
2015-2016-1	21550022	电子电路实验	2014000028
2015-2016-1	40021411	造型艺术鉴赏	2014000024
2015-2016-1	30420424	数学分析(3)	2014000019
2015-2016-1	30470113	高等计算机图形学	2014000021
2015-2016-1	40450123	发育生物学	2014000011
2015-2016-1	00803662	展示设计	2014000045
2015-2016-1	00803853	书籍设计	2014000044
2015-2016-1	00240053	面向计算机科学的离散数学A	2014000018
2015-2016-1	34000254	医学免疫学	2013000014
2015-2016-1	30641652	英国社会与文化	2015000006
2015-2016-1	30641652	英国社会与文化	2015000017
2015-2016-1	00691312	当代法国思想与文化研究	2015000038
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000030
2015-2016-1	10641072	学术英语读写（2）－议论文	2015000020
2015-2016-1	00680142	儒家的修身之道	2015000032
2015-2016-1	30250023	计算机语言与程序设计	2015000042
2015-2016-1	30250023	计算机语言与程序设计	2015000049
2015-2016-1	30641082	英语听力(3)	2015000017
2015-2016-1	30641082	英语听力(3)	2015000024
2015-2016-1	10720011	体育(1)	2015000037
2015-2016-1	20440314	无机与分析化学	2015000033
2015-2016-1	20440314	无机与分析化学	2014000020
2015-2016-1	40660113	中国法制史学	2015000038
2015-2016-1	30210041	信息科学技术概论	2015000019
2015-2016-1	30210041	信息科学技术概论	2015000003
2015-2016-1	30210041	信息科学技术概论	2015000009
2015-2016-1	30210041	信息科学技术概论	2015000048
2015-2016-1	00690651	文化素质教育讲座（1）	2015000013
2015-2016-1	30020552	外国古代建筑史纲	2015000004
2015-2016-1	20120152	工程图学基础	2015000049
2015-2016-1	20120152	工程图学基础	2015000045
2015-2016-1	10720011	体育(1)	2015000033
2015-2016-1	10720011	体育(1)	2015000012
2015-2016-1	10720011	体育(1)	2015000001
2015-2016-1	10720011	体育(1)	2015000029
2015-2016-1	10610183	思想道德修养与法律基础	2015000010
2015-2016-1	10610183	思想道德修养与法律基础	2015000048
2015-2016-1	10610183	思想道德修养与法律基础	2015000002
2015-2016-1	10610183	思想道德修养与法律基础	2015000015
2015-2016-1	10610183	思想道德修养与法律基础	2015000007
2015-2016-1	10610183	思想道德修养与法律基础	2015000004
2015-2016-1	10450042	普通生物学实验	2015000027
2015-2016-1	10421055	微积分A(1)	2015000042
2015-2016-1	10421055	微积分A(1)	2015000019
2015-2016-1	10421094	线性代数(1)	2015000047
2015-2016-1	00690651	文化素质教育讲座（1）	2015000032
2015-2016-1	10641022	学术英语听说（2）－综述	2015000018
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000042
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000049
2015-2016-1	00803743	展示设计创意	2014000049
2015-2016-1	10510134	概率论与数理统计	2014000027
2015-2016-1	30350222	信息能源新材料导论	2013000003
2015-2016-1	00690672	《庄子》导读	2014000009
2015-2016-1	01510022	工业系统概论	2013000039
2015-2016-1	10641022	学术英语听说（2）－综述	2014000026
2015-2016-1	10610204	马克思主义基本原理	2014000033
2015-2016-1	00690651	文化素质教育讲座（1）	2013000031
2015-2016-1	00690922	人类文明之批评	2013000048
2015-2016-1	10641052	实用学术英语听力	2014000036
2015-2016-1	00660232	全球化下的知识产权战略	2013000048
2015-2016-1	00690342	西方哲学精神探源	2013000041
2015-2016-1	00690651	文化素质教育讲座（1）	2014000035
2015-2016-1	00690651	文化素质教育讲座（1）	2013000017
2015-2016-1	10641022	学术英语听说（2）－综述	2014000043
2015-2016-1	10721071	三年级男生乒乓球	2013000033
2015-2016-1	40660764	物权法	2014000025
2015-2016-1	40240472	计算机实时图形和动画技术	2014000022
2015-2016-1	20120193	机械设计基础A(2)	2013000039
2015-2016-1	00690651	文化素质教育讲座（1）	2013000033
2015-2016-1	10721071	三年级男生乒乓球	2013000003
2015-2016-1	00690651	文化素质教育讲座（1）	2014000029
2015-2016-1	00690651	文化素质教育讲座（1）	2014000037
2015-2016-1	20030153	混凝土结构(1)	2013000007
2015-2016-1	40910052	城市与房地产经济学	2013000007
2015-2016-1	10610204	马克思主义基本原理	2014000021
2015-2016-1	20310334	理论力学	2014000006
2015-2016-1	20030052	结构力学(2)(中文)	2013000046
2015-2016-1	00120152	现代结构的数字化分析与探讨  	2015000026
2015-2016-1	30641252	英语口语(3)	2014000017
2015-2016-1	20250153	数字电子技术基础B	2014000023
2015-2016-1	00690651	文化素质教育讲座（1）	2015000044
2015-2016-1	20430154	量子力学（1）	2013000010
2015-2016-1	10440103	大学化学A	2015000050
2015-2016-1	30510842	信息管理导论	2014000007
2015-2016-1	30240163	软件工程	2014000022
2015-2016-1	30250203	数据结构	2014000037
2015-2016-1	30640262	语言学概论	2014000013
2015-2016-1	30640262	语言学概论	2014000017
2015-2016-1	40640932	澳大利亚社会与文化	2014000009
2015-2016-1	00690651	文化素质教育讲座（1）	2014000040
2015-2016-1	00690651	文化素质教育讲座（1）	2014000013
2015-2016-1	00690651	文化素质教育讲座（1）	2014000017
2015-2016-1	00690651	文化素质教育讲座（1）	2014000048
2015-2016-1	10430494	大学物理B(2)	2014000037
2015-2016-1	00690651	文化素质教育讲座（1）	2015000030
